college,rank,UNITID,OPEID,OPEID6,CITY,STABBR,ZIP,ACCREDAGENCY,LATITUDE,LONGITUDE,REGION,CCBASIC,CONTROL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,AVGFACSAL,PCTPELL,C150_4,AGE_ENTRY,FEMALE,MARRIED,FIRST_GEN,FAMINC,MD_FAMINC,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ENDOWBEGIN
Rhodes College,176,221351,351900,3519,Memphis,TN,38112-1690,Southern Association of Colleges and Schools Commission on Colleges,35.154405,-89.990803,5,21,2,0.5136,620,720,600,680,NULL,NULL,670,640,NULL,27,32,29,35,26,31,NULL,NULL,30,32,29,NULL,1345,1801,NULL,0.643,0.0983,0.065,0.0722,0.0006,0.0017,0.0561,0.0589,0.0044,NULL,25881,64249,NULL,8704,0.1424,0.8166,19.37176938,0.542743539,PrivacySuppressed,0.127789047,131754.668,108000,64800,66619,352206266
DePauw University,177,150400,179200,1792,Greencastle,IN,46135-1772,Higher Learning Commission,39.640904,-86.860363,3,21,2,0.6849,550,650,560,710,520,620,600,635,570,22,29,22,31,22,27,NULL,NULL,26,27,25,NULL,1235,1731,NULL,0.6251,0.063,0.093,0.0324,0.0006,0,0.0248,0.1508,0.0104,NULL,25587,66946,NULL,9200,0.1947,0.8733,19.54486134,0.502446982,PrivacySuppressed,0.163511188,101778.522,82288,66100,62462,730340878
Mississippi College,178,176053,241500,2415,Clinton,MS,39058,Southern Association of Colleges and Schools Commission on Colleges,32.335515,-90.329821,5,17,2,0.2876,600,650,540,610,NULL,NULL,625,575,NULL,21,29,21,32,18,27,NULL,NULL,25,27,23,NULL,1218,2515,NULL,0.7105,0.1757,0.041,0.0203,0.0048,0.0004,0.0163,0.029,0.002,NULL,18190,34918,NULL,7796,0.3043,0.6534,22.26502311,0.621725732,0.05624037,0.256723716,59157.48382,39014.5,44900,45183,88094964
Oregon State University,179,209542,321000,3210,Corvallis,OR,97331,Northwest Commission on Colleges and Universities,44.56395,-123.274723,8,15,1,0.8221,540,650,540,660,470,590,595,600,530,21,29,20,29,21,28,7,8,25,25,25,8,1204,26048,NULL,0.6217,0.0161,0.1176,0.0775,0.0052,0.0028,0.0739,0.0557,0.0296,21508,NULL,27595,NULL,10436,0.2299,0.6932,23.68423513,0.508355732,0.115461026,0.31369606,63645.89739,44450,56700,56619,672279830
Andrews University,180,168740,223800,2238,Berrien Springs,MI,49104,Higher Learning Commission,41.963859,-86.355815,3,17,2,0.4878,520,680,510,700,480,600,600,605,540,21,28,21,30,19,27,6,8,25,26,23,7,1205,1381,NULL,0.244,0.1868,0.181,0.1354,0.0022,0.0036,0.0572,0.1752,0.0145,NULL,23408,40948,NULL,5178,0.2156,0.607,21.49323017,0.580270793,0.063829787,0.172131148,69266.02128,55290,47800,51909,55603709
University of South Florida - St. Petersburg,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake University,182,153269,186000,1860,Des Moines,IA,50311-4505,Higher Learning Commission,41.60129,-93.652163,4,17,2,0.6792,560,660,550,680,NULL,NULL,610,615,NULL,23,30,22,31,22,29,NULL,NULL,27,27,26,NULL,1254,2814,NULL,0.7438,0.059,0.0757,0.0505,0,0.0004,0.0387,0.0306,0.0014,NULL,29903,57643,NULL,8943,0.1886,0.7779,20.228223,0.609756098,0.026132404,0.153005465,102913.2796,89603,68700,63528,226154906
University of Colorado Boulder,183,126614,137000,1370,Boulder,CO,80309-0017,Higher Learning Commission,40.008781,-105.270823,7,15,1,0.842,570,670,560,680,NULL,NULL,620,620,NULL,25,31,24,32,23,29,NULL,NULL,28,28,26,NULL,1268,29779,NULL,0.6751,0.0175,0.1325,0.0603,0.0011,0.0008,0.0644,0.042,0.0063,20967,NULL,31034,NULL,11284,0.1547,0.7247,20.48182957,0.481516291,0.02052005,0.203573185,98821.99765,70221,59700,60740,NULL
San Diego State University,184,122409,115100,1151,San Diego,CA,92182-0001,Western Association of Schools and Colleges Senior Colleges and University Commission,32.77525,-117.071228,8,16,1,0.367,550,640,540,660,NULL,NULL,595,600,NULL,22,29,21,30,21,27,NULL,NULL,26,26,24,NULL,1207,31293,NULL,0.3363,0.0434,0.3362,0.1325,0.0035,0.0027,0.0673,0.0483,0.0298,13845,NULL,23367,NULL,11169,0.3253,0.7596,22.60268673,0.584202042,0.058570661,0.411946193,53802.04847,32530,55900,59027,314398720
Kansas State University,185,155399,192800,1928,Manhattan,KS,66506,Higher Learning Commission,39.188648,-96.581077,4,15,1,0.9415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16063,NULL,0.7941,0.0288,0.0758,0.0173,0.0044,0.0008,0.0393,0.0292,0.0103,18433,NULL,24626,NULL,9634,0.2167,0.6752,21.08760931,0.520871143,0.061376011,0.224791377,79635.28279,67000,51900,51608,613380418
New Mexico Tech,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewis & Clark College,187,209056,319700,3197,Portland,OR,97219-7899,Northwest Commission on Colleges and Universities,45.450882,-122.669137,8,21,2,0.7982,618,700,580,680,NULL,NULL,659,630,NULL,27,31,27,34,24,29,NULL,NULL,29,31,27,NULL,1313,1814,NULL,0.6538,0.0248,0.1262,0.0441,0,0.0033,0.0899,0.0447,0.0132,NULL,36638,68735,NULL,9927,0.1964,0.7362,19.69425676,0.619932432,PrivacySuppressed,0.173380035,107806.9747,76292,55000,52016,236647648
South Dakota School of Mines & Technology,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia Military Institute,189,234085,375300,3753,Lexington,VA,24450-0304,Southern Association of Colleges and Schools Commission on Colleges,37.7896,-79.437067,5,21,1,0.5988,540,640,530,620,NULL,NULL,590,575,NULL,22,28,21,28,21,27,NULL,NULL,25,25,24,NULL,1180,1698,NULL,0.7509,0.0583,0.0836,0.0489,0.0041,0.0053,0.03,0.0183,0.0006,22025,NULL,32420,NULL,7054,0.1466,0.854,19.45930233,0.143410853,PrivacySuppressed,0.152475248,110520.6919,99470,65200,71910,524621846
Johnson University,190,220473,349500,3495,Knoxville,TN,37998,Southern Association of Colleges and Schools Commission on Colleges,35.937193,-83.750273,5,24,2,0.5497,490,615,388,455,430,600,553,422,515,18,24,18,26,16,24,NULL,NULL,21,22,20,NULL,1056,708,NULL,0.8503,0.0438,0.0184,0.0042,0.0014,0,0.0282,0.0212,0.0325,NULL,17671,27168,NULL,5682,0.4303,0.6277,22.16634799,0.432122371,0.128107075,0.254545455,60421.10134,50581,31700,36422,120613467
Mississippi State University,191,176080,242300,2423,Mississippi State,MS,39762,Southern Association of Colleges and Schools Commission on Colleges,33.454852,-88.790139,5,15,1,0.8004,520,630,530,640,NULL,NULL,575,585,NULL,22,30,22,32,20,28,NULL,NULL,26,27,24,NULL,1244,18724,NULL,0.7279,0.1739,0.034,0.0154,0.0064,0.0008,0.0232,0.0121,0.0062,16122,NULL,25778,NULL,8893,0.3145,0.6419,21.22603533,0.539530843,0.044309296,0.248577142,60272.02679,38988,47400,46141,528679326
Fairfield University,192,129242,138500,1385,Fairfield,CT,06824-5195,New England Commission on Higher Education,41.157673,-73.255903,1,18,2,0.5613,600,670,590,670,NULL,NULL,635,630,NULL,27,30,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,1281,4319,NULL,0.7766,0.0164,0.0713,0.0266,0.0009,0.0005,0.0164,0.032,0.0593,NULL,36633,67080,NULL,11497,0.0985,0.8237,19.90887667,0.645718775,PrivacySuppressed,0.165444173,139934.315,117152,80100,86060,339671000
Washington State University,193,236939,380000,3800,Pullman,WA,99164-5910,Northwest Commission on Colleges and Universities,46.730448,-117.158168,8,15,1,0.7995,510,610,510,600,430,550,560,555,490,20,26,18,25,18,26,7,8,23,22,22,8,1123,25084,NULL,0.6041,0.0293,0.165,0.0612,0.0049,0.0041,0.0695,0.0399,0.0219,15300,NULL,26068,NULL,10282,0.2865,0.5855,22.69739777,0.574296336,0.087307488,0.340879765,64048.05353,44850,56600,61080,1068763239
College of the Ozarks,194,178697,250000,2500,Point Lookout,MO,65726-0017,Higher Learning Commission,36.616019,-93.238174,4,22,2,0.1428,560,650,530,590,485,534,605,560,510,21,25,21,26,19,25,NULL,NULL,23,24,22,NULL,1156,1486,NULL,0.858,0.0094,0.0377,0.0114,0.0061,0.0007,0.0303,0.0168,0.0296,NULL,7195,30764,NULL,7631,0.4961,0.6008,19.73557692,0.581730769,PrivacySuppressed,0.326599327,37360.05128,37573,35300,38780,476624241
Lipscomb University,195,219976,348600,3486,Nashville,TN,37204-3951,Southern Association of Colleges and Schools Commission on Colleges,36.106253,-86.799791,5,17,2,0.615,550,660,530,650,NULL,NULL,605,590,NULL,22,29,23,32,21,27,NULL,NULL,26,28,24,NULL,1226,2986,NULL,0.7214,0.071,0.0857,0.0322,0.0023,0.0013,0.0255,0.0318,0.0288,NULL,25704,49074,NULL,7940,0.2242,0.6875,23.93800146,0.646973012,0.124726477,0.235703246,72032.35813,47725,51500,47554,82027831
Chapman University,196,111948,116400,1164,Orange,CA,92866,Western Association of Schools and Colleges Senior Colleges and University Commission,33.79302,-117.852518,8,16,2,0.5826,590,670,580,680,560,660,630,630,610,25,30,25,33,24,29,8,9,28,29,27,9,1275,7231,NULL,0.5154,0.0183,0.1702,0.1452,0.0011,0.0033,0.0806,0.0314,0.0344,NULL,44198,74336,NULL,12108,0.1851,0.8001,19.90277023,0.647474199,0.008690929,0.17877412,105779.2037,79694,56600,60835,406306000
Union University,197,221971,352800,3528,Jackson,TN,38305-3697,Southern Association of Colleges and Schools Commission on Colleges,35.676896,-88.858524,5,17,2,0.5753,550,670,520,660,NULL,NULL,610,590,NULL,22,30,23,33,20,27,NULL,NULL,26,28,24,NULL,1242,1959,NULL,0.7228,0.1782,0.0158,0.0214,0.0138,0.0005,0,0.0219,0.0255,NULL,29990,54324,NULL,7417,0.3078,0.6586,26.93713733,0.712765957,0.166344294,0.325237592,56303.63443,39416,49600,47834,44491422
Lawrence University,198,239017,385600,3856,Appleton,WI,54911,Higher Learning Commission,44.261323,-88.397822,3,21,2,0.6892,600,700,590,710,NULL,NULL,650,650,NULL,26,32,25,34,25,30,NULL,NULL,29,30,28,NULL,1323,1419,NULL,0.5941,0.0592,0.1142,0.0606,0.0042,0.0007,0.0437,0.1205,0.0028,NULL,22452,62166,NULL,8142,0.2422,0.7863,19.59869848,0.52494577,PrivacySuppressed,0.173913044,98603.78308,83776,48700,48848,356957659
Cedarville University,199,201654,302500,3025,Cedarville,OH,45314-0601,Higher Learning Commission,39.749237,-83.814692,3,20,2,0.5933,570,680,540,670,520,630,625,605,575,23,30,23,33,22,28,NULL,NULL,27,28,25,NULL,1251,3566,NULL,0.8845,0.0163,0.005,0.0306,0.0014,0.0003,0.0314,0.0193,0.0112,NULL,22817,42318,NULL,7948,0.1864,0.7376,19.74978128,0.53368329,0.01399825,0.126559715,86503.28084,78221,46800,49074,35433765
University of Wyoming,200,240727,393200,3932,Laramie,WY,82071,Higher Learning Commission,41.311773,-105.57931,7,16,1,0.9423,520,620,520,620,NULL,NULL,570,570,NULL,21,28,20,27,20,27,NULL,NULL,25,24,24,NULL,1185,9140,NULL,0.7626,0.0114,0.0624,0.0112,0.0072,0.0011,0.0405,0.0213,0.0824,11085,NULL,20258,NULL,9850,0.2252,0.5916,22.66897988,0.543719639,0.095766829,0.277271069,69591.5,54733.5,54200,50685,531646000
Franciscan Missionaries of Our Lady University,201,160074,3106200,31062,Baton Rouge,LA,70808,Southern Association of Colleges and Schools Commission on Colleges,30.401379,-91.110587,5,26,2,0.4665,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,24,20,24,18,24,NULL,NULL,22,22,21,NULL,1120,944,NULL,0.678,0.1928,0.0689,0.0339,0.0117,0.0021,0,0,0.0127,NULL,16595,26751,NULL,7499,0.3156,0.382,28.60618847,0.893108298,0.219409283,0.473602485,54066.38819,36926,49400,49017,11666385
Embry-Riddle Aeronautical University - Daytona Beach,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of St. Thomas - Minnesota,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drexel University,204,212054,325600,3256,Philadelphia,PA,19104,Middle States Commission on Higher Education,39.955217,-75.190051,2,15,2,0.7719,590,680,590,700,NULL,NULL,635,645,NULL,25,31,24,33,25,30,NULL,NULL,28,29,28,NULL,1287,14492,NULL,0.4953,0.0673,0.0715,0.2116,0.0007,0.0006,0.0392,0.0889,0.0249,NULL,35963,69397,NULL,11553,0.2354,0.7082,23.29625382,0.568042814,0.071865443,0.292285479,81384.62882,52511,78000,76378,813685000
Florida Institute of Technology,205,133881,146900,1469,Melbourne,FL,32901-6975,Southern Association of Colleges and Schools Commission on Colleges,28.065815,-80.622893,5,16,2,0.7037,560,660,570,670,NULL,NULL,610,620,NULL,23,30,22,30,23,29,NULL,NULL,27,26,26,NULL,1241,3188,NULL,0.5408,0.0543,0.1107,0.0248,0.0035,0.0022,0.0279,0.2155,0.0204,NULL,31009,59433,NULL,9639,0.2149,0.6031,28.41205534,0.524374177,0.261528327,0.401340283,48405.57708,30032,61200,63704,89708504
Syracuse University,206,196413,288200,2882,Syracuse,NY,13244,Middle States Commission on Higher Education,43.040176,-76.136975,2,15,2,0.6872,NULL,NULL,NULL,NULL,530,640,NULL,NULL,585,NULL,NULL,NULL,NULL,NULL,NULL,8,9,NULL,NULL,NULL,9,NULL,14252,NULL,0.5491,0.0686,0.1023,0.0667,0.0062,0.0006,0.0379,0.1391,0.0296,NULL,34683,72780,NULL,12110,0.1643,0.8318,20.15134403,0.554777502,0.018070928,0.188679245,106971.9074,78436,69200,71470,1392691380
University of San Francisco,207,122612,132500,1325,San Francisco,CA,94117-1080,Western Association of Schools and Colleges Senior Colleges and University Commission,37.776618,-122.450477,8,17,2,0.703,570,660,570,670,520,620,615,620,570,24,30,24,32,23,28,8,9,27,28,26,9,1248,5810,NULL,0.2372,0.0596,0.2065,0.2644,0.0012,0.0043,0.0978,0.117,0.012,NULL,40053,69987,NULL,11979,0.2785,0.715,20.96825397,0.675536881,0.035014006,0.280120482,84137.19188,57928,74000,78031,390029000
John Brown University,208,107141,110000,1100,Siloam Springs,AR,72761,Higher Learning Commission,36.189812,-94.560283,5,19,2,0.5886,560,680,530,630,480,650,620,580,565,22,29,23,32,21,27,6,8,26,28,24,7,1227,1437,NULL,0.7168,0.0202,0.0835,0.0125,0.0146,0.0014,0.0571,0.0682,0.0257,NULL,21957,40774,NULL,6937,0.2707,0.6447,24.15714286,0.615584416,0.184415584,0.288828338,69960.7026,52350.5,55400,51785,125569692
Oberlin College,209,204501,308600,3086,Oberlin,OH,44074,Higher Learning Commission,41.291992,-82.216795,3,21,2,0.3536,650,690,620,670,630,730,670,645,680,28,33,30,35,26,31,NULL,NULL,31,33,29,NULL,1348,2647,NULL,0.592,0.0612,0.0831,0.0472,0,0,0.0876,0.1186,0.0102,NULL,34777,77124,NULL,9075,0.0924,0.862,19.3584,0.5568,PrivacySuppressed,0.088669951,130188.352,111580,45500,47921,984675368
College of Wooster,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CUNY John Jay College of Criminal Justice,211,190600,269300,2693,New York,NY,10019,Middle States Commission on Higher Education,40.770351,-73.98841,2,18,1,0.3743,510,580,510,580,NULL,NULL,545,545,NULL,21,25,20,25,18,26,NULL,NULL,23,23,22,NULL,1093,13324,NULL,0.1493,0.1595,0.5102,0.117,0.0041,0.0017,0.0251,0.033,0,2699,NULL,13549,NULL,11422,0.5693,0.5063,22.76663786,0.609853068,0.041832325,0.484925789,28315.62852,19475,50000,50491,10920691
"University at Buffalo, SUNY",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DePaul University,213,144740,167100,1671,Chicago,IL,60604,Higher Learning Commission,41.877618,-87.62724,3,16,2,0.7024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14009,NULL,0.5068,0.0794,0.2087,0.114,0.0015,0.0015,0.0453,0.0246,0.0181,NULL,31174,57122,NULL,11686,0.308,0.7124,22.14191363,0.550042337,0.035393734,0.302351416,74921.30618,48556,60200,63489,696452000
University of Louisville,214,157289,199900,1999,Louisville,KY,40292-0001,Southern Association of Colleges and Schools Commission on Colleges,38.216862,-85.760412,5,15,1,0.6512,530,640,520,630,470,590,585,575,530,21,28,21,30,20,27,7,8,25,26,24,8,1198,14309,NULL,0.6811,0.1311,0.0618,0.0474,0.0011,0.0003,0.0637,0.0123,0.0011,16828,NULL,28247,NULL,8093,0.289,0.6034,21.92279746,0.551316985,0.063033606,0.304347826,65847.18474,47376,48600,49875,719816000
Franklin & Marshall College,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ouachita Baptist University,216,107512,110200,1102,Arkadelphia,AR,71998-0001,Higher Learning Commission,34.126093,-93.052471,5,22,2,0.6177,520,630,510,600,NULL,NULL,575,555,NULL,21,29,22,31,20,27,NULL,NULL,25,27,24,NULL,1203,1520,NULL,0.8059,0.0711,0.0553,0.0099,0.0033,0,0.0322,0.0224,0,NULL,20639,40200,NULL,6510,0.2645,0.6048,19.76295133,0.494505495,PrivacySuppressed,0.235489221,75993.5887,62149,46000,44927,120789162
Temple University,217,216339,337100,3371,Philadelphia,PA,19122-6096,Middle States Commission on Higher Education,39.980546,-75.156859,2,15,1,0.7142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26969,NULL,0.5495,0.1383,0.0842,0.1267,0.0006,0.0007,0.0398,0.0402,0.02,23888,NULL,33226,NULL,11662,0.2937,0.7479,21.35851923,0.550251859,0.023826657,0.295915702,78931.37139,59850,59000,56800,682202000
Rollins College,218,136950,151500,1515,Winter Park,FL,32789-4499,Southern Association of Colleges and Schools Commission on Colleges,28.592787,-81.349239,5,18,2,0.6081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2536,NULL,0.5517,0.0584,0.1987,0.0355,0.0008,0.002,0.045,0.082,0.026,NULL,29562,66805,NULL,9513,0.1798,0.8074,22.0975,0.6425,0.0525,0.237532808,71988.27875,43978,53100,53363,373012000
"University of Maryland, Baltimore County",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Texas - Dallas,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hendrix College,221,107080,109900,1099,Conway,AR,72032-3080,Higher Learning Commission,35.101565,-92.443256,5,21,2,0.7054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1065,NULL,0.4657,0.061,0.0836,0.0263,0.0028,0.0009,0.2235,0.0009,0.1352,NULL,19746,64046,NULL,7485,0.2985,0.655,19.43055556,0.505952381,PrivacySuppressed,0.192066806,87378.76389,64295.5,44500,45626,196610987
Illinois Wesleyan University,222,145646,169600,1696,Bloomington,IL,61702-2900,Higher Learning Commission,40.489901,-88.992014,3,21,2,0.5693,550,640,550,660,540,670,595,605,605,24,29,23,30,23,28,NULL,NULL,27,27,26,NULL,1233,1628,NULL,0.7002,0.0682,0.0934,0.0682,0,0.0006,0.0375,0.027,0.0049,NULL,34738,63174,NULL,8449,0.2327,0.8198,19.44805195,0.522727273,PrivacySuppressed,0.177257525,111976.9156,98014,67300,66966,213947527
University of Kentucky,223,157085,198900,1989,Lexington,KY,40506-0032,Southern Association of Colleges and Schools Commission on Colleges,38.038911,-84.504747,5,15,1,0.9636,540,640,530,640,490,610,590,585,550,22,29,22,31,21,28,7,8,26,27,25,8,1223,21788,NULL,0.7493,0.0706,0.056,0.031,0.0019,0.0005,0.0398,0.0225,0.0284,18203,NULL,30178,NULL,10906,0.2229,0.6636,20.59947299,0.568774704,0.028853755,0.233600886,81686.00316,61931.5,54000,54458,1385507098
Louisiana Tech University,224,159647,200800,2008,Ruston,LA,71272,Southern Association of Colleges and Schools Commission on Colleges,32.528297,-92.649963,5,16,1,0.6357,530,640,530,630,NULL,NULL,585,580,NULL,22,28,21,29,20,26,NULL,NULL,25,25,23,NULL,1216,7923,NULL,0.7266,0.1151,0.0429,0.0134,0.0043,0.0005,0.0309,0.0182,0.0481,11304,NULL,21927,NULL,7908,0.2328,0.6142,20.57758621,0.486405836,0.034482759,0.311858407,62719.89788,45709.5,49200,48840,75651069
Colorado State University,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thomas Jefferson University,226,216366,1239300,12393,Philadelphia,PA,19107,Middle States Commission on Higher Education,39.948274,-75.158266,2,16,2,0.6984,550,630,540,640,NULL,NULL,590,590,NULL,20,27,20,27,20,27,NULL,NULL,24,24,24,NULL,1179,3740,NULL,0.5401,0.1329,0.1243,0.0797,0.0016,0.0008,0.0813,0.0174,0.0219,NULL,26569,60290,NULL,9347,0.3345,0.6965,24.20666667,0.774285714,0.077142857,0.329798515,58967.75238,39995.5,99300,67807,954177000
"Stony Brook University, SUNY",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquette University,228,239105,386300,3863,Milwaukee,WI,53233,Higher Learning Commission,43.03903,-87.927961,3,16,2,0.8249,580,660,580,680,510,640,620,630,575,25,30,25,32,24,29,8,9,28,29,27,9,1285,7828,NULL,0.6857,0.0404,0.1497,0.0646,0.002,0.0013,0.0291,0.019,0.008,NULL,30380,59725,NULL,9967,0.1851,0.8356,19.58456348,0.585407001,PrivacySuppressed,0.193462898,116442.7925,96300,70700,72489,698000000
University of Illinois Chicago,229,145600,177600,1776,Chicago,IL,60607,Higher Learning Commission,41.871837,-87.650503,3,15,1,0.7263,510,610,520,640,480,590,560,580,535,21,29,21,30,21,28,NULL,NULL,25,26,25,NULL,1159,21702,NULL,0.2573,0.0769,0.3461,0.208,0.0004,0.0003,0.0296,0.0645,0.0168,13214,NULL,25831,NULL,12448,0.5055,0.6347,21.08959321,0.528450212,0.025081108,0.443977997,47402.62079,33725.5,61300,59780,367788661
West Virginia University,230,238032,382700,3827,Morgantown,WV,26506,Higher Learning Commission,39.634371,-79.954391,5,15,1,0.8389,520,620,510,610,NULL,NULL,570,560,NULL,21,27,20,27,19,26,NULL,NULL,24,24,23,NULL,1152,19669,NULL,0.8172,0.0366,0.0417,0.0177,0.0016,0.0007,0.04,0.0384,0.0062,13355,NULL,22680,NULL,10806,0.2283,0.6183,20.54234904,0.501255903,0.029136944,0.303916338,76249.31649,60096,52700,51780,637441934
University of Tennessee,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
